HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,R1,PDa,A,1,-3.253,2.568,-0.697,X,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,2,O,PDa,A,1,-2.401,1.971,0.264,O,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,3,C1,BGC,A,2,-1.189,1.472,-0.326,C,b-D-Glcp,1.0,-1.0,0,0,b,d,glcp,glc,P
HETATM,4,O5,BGC,A,2,-1.421,0.264,-1.08,O,b-D-Glcp,1.0,-1.0,-1,0,b,d,glcp,glc,P
HETATM,5,C5,BGC,A,2,-0.235,-0.253,-1.689,C,b-D-Glcp,1.0,-1.0,0,0,b,d,glcp,glc,P
HETATM,6,C6,BGC,A,2,-0.633,-1.464,-2.543,C,b-D-Glcp,1.0,-1.0,0,0,b,d,glcp,glc,P
HETATM,7,O6,BGC,A,2,0.515,-2.072,-3.13,O,b-D-Glcp,1.0,-1.0,-1,0,b,d,glcp,glc,P
HETATM,8,C4,BGC,A,2,0.799,-0.636,-0.617,C,b-D-Glcp,1.0,-1.0,0,0,b,d,glcp,glc,P
HETATM,9,O4,BGC,A,2,2.05,-1.049,-1.177,O,b-D-Glcp,1.0,-1.0,-1,0,b,d,glcp,glc,P
HETATM,10,C3,BGC,A,2,1.075,0.572,0.279,C,b-D-Glcp,1.0,-1.0,0,0,b,d,glcp,glc,P
HETATM,11,O3,BGC,A,2,1.916,0.188,1.379,O,b-D-Glcp,1.0,-1.0,-1,0,b,d,glcp,glc,P
HETATM,12,C2,BGC,A,2,-0.216,1.176,0.83,C,b-D-Glcp,1.0,-1.0,0,0,b,d,glcp,glc,P
HETATM,13,O2,BGC,A,2,0.116,2.365,1.562,O,b-D-Glcp,1.0,-1.0,-1,0,b,d,glcp,glc,P
HETATM,14,H1,BGC,A,2,-0.76,2.246,-0.981,H,b-D-Glcp,1.0,4.13,81,0,b,d,glcp,glc,P
HETATM,15,H5,BGC,A,2,0.197,0.502,-2.36,H,b-D-Glcp,1.0,3.09,81,0,b,d,glcp,glc,P
HETATM,16,H6,BGC,A,2,-1.318,-1.152,-3.339,H,b-D-Glcp,1.0,3.43,81,0,b,d,glcp,glc,P
HETATM,17,H61,BGC,A,2,-1.156,-2.212,-1.936,H,b-D-Glcp,1.0,3.66,-1,0,b,d,glcp,glc,P
HETATM,18,H6O,BGC,A,2,0.182,-2.75,-3.748,H,b-D-Glcp,1.0,-1.0,-1,0,b,d,glcp,glc,P
HETATM,19,H4,BGC,A,2,0.428,-1.465,-0.002,H,b-D-Glcp,1.0,3.04,81,0,b,d,glcp,glc,P
HETATM,20,H4O,BGC,A,2,1.835,-1.62,-1.949,H,b-D-Glcp,1.0,-1.0,-1,0,b,d,glcp,glc,P
HETATM,21,H3,BGC,A,2,1.642,1.333,-0.271,H,b-D-Glcp,1.0,3.15,81,0,b,d,glcp,glc,P
HETATM,22,H3O,BGC,A,2,2.644,-0.326,0.971,H,b-D-Glcp,1.0,-1.0,-1,0,b,d,glcp,glc,P
HETATM,23,H2,BGC,A,2,-0.68,0.488,1.547,H,b-D-Glcp,1.0,2.96,81,0,b,d,glcp,glc,P
HETATM,24,H2O,BGC,A,2,0.852,2.105,2.154,H,b-D-Glcp,1.0,-1.0,-1,0,b,d,glcp,glc,P
