HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,R,BGC,A,1,-1.364,7.515,-5.497,X,b-D-Glcp,,-1.0,-1,0,b,d,glcp,glc,P
HETATM,2,O4,BGC,A,1,4.044,3.906,-4.679,O,b-D-Glcp,,-1.0,-1,0,b,d,glcp,glc,P
HETATM,3,C4,BGC,A,1,4.625,3.763,-3.378,C,b-D-Glcp,,75.8,68,0,b,d,glcp,glc,P
HETATM,4,C3,BGC,A,1,4.339,2.346,-2.817,C,b-D-Glcp,,75.8,68,0,b,d,glcp,glc,P
HETATM,5,O3,BGC,A,1,2.912,2.076,-2.825,O,b-D-Glcp,,-1.0,-1,0,b,d,glcp,glc,P
HETATM,6,C2,BGC,A,1,4.909,2.277,-1.379,C,b-D-Glcp,,75.8,68,0,b,d,glcp,glc,P
HETATM,7,O2,BGC,A,1,4.754,0.952,-0.855,O,b-D-Glcp,,-1.0,-1,0,b,d,glcp,glc,P
HETATM,8,C1,BGC,A,1,6.407,2.695,-1.385,C,b-D-Glcp,,103.7,68,0,b,d,glcp,glc,P
HETATM,9,R1,BGC,A,1,6.949,2.907,0.065,X,b-D-Glcp,,-1.0,-1,0,b,d,glcp,glc,P
HETATM,10,O5,BGC,A,1,6.644,3.922,-2.072,O,b-D-Glcp,,-1.0,-1,0,b,d,glcp,glc,P
HETATM,11,C5,BGC,A,1,6.154,3.924,-3.417,C,b-D-Glcp,,75.8,68,0,b,d,glcp,glc,P
HETATM,12,C6,BGC,A,1,6.63,5.216,-4.074,C,b-D-Glcp,,62.1,68,0,b,d,glcp,glc,P
HETATM,13,O6,BGC,A,1,6.1,6.351,-3.396,O,b-D-Glcp,,-1.0,-1,0,b,d,glcp,glc,P
HETATM,14,H4,BGC,A,1,4.194,4.486,-2.673,H,b-D-Glcp,,3.5,31,0,b,d,glcp,glc,P
HETATM,15,H3,BGC,A,1,4.857,1.591,-3.431,H,b-D-Glcp,,3.58,31,0,b,d,glcp,glc,P
HETATM,16,H2,BGC,A,1,4.322,2.958,-0.739,H,b-D-Glcp,,3.4,31,0,b,d,glcp,glc,P
HETATM,17,H2O,BGC,A,1,3.92,0.958,-0.345,H,b-D-Glcp,,-1.0,-1,0,b,d,glcp,glc,P
HETATM,18,H1,BGC,A,1,7.003,1.907,-1.865,H,b-D-Glcp,,4.54,31,0,b,d,glcp,glc,P
HETATM,19,H5,BGC,A,1,6.614,3.093,-3.964,H,b-D-Glcp,,3.72,31,0,b,d,glcp,glc,P
HETATM,20,H6,BGC,A,1,7.723,5.29,-4.045,H,b-D-Glcp,,3.78,31,0,b,d,glcp,glc,P
HETATM,21,H61,BGC,A,1,6.311,5.26,-5.12,H,b-D-Glcp,,3.89,-1,0,b,d,glcp,glc,P
HETATM,22,H6O,BGC,A,1,6.491,6.337,-2.499,H,b-D-Glcp,,-1.0,-1,0,b,d,glcp,glc,P
HETATM,23,C1,MAN,A,2,2.576,1.052,-3.789,C,a-D-Manp,3,101.7,64,0,a,d,manp,man,P
HETATM,24,O5,MAN,A,2,3.001,-0.235,-3.301,O,a-D-Manp,3,-1.0,-1,0,a,d,manp,man,P
HETATM,25,C5,MAN,A,2,2.284,-0.644,-2.127,C,a-D-Manp,3,72.9,64,0,a,d,manp,man,P
HETATM,26,C6,MAN,A,2,2.966,-1.87,-1.51,C,a-D-Manp,3,65.3,64,0,a,d,manp,man,P
HETATM,27,O6,MAN,A,2,2.65,-3.118,-2.16,O,a-D-Manp,3,-1.0,-1,0,a,d,manp,man,P
HETATM,28,C4,MAN,A,2,0.794,-0.827,-2.422,C,a-D-Manp,3,67.1,64,0,a,d,manp,man,P
HETATM,29,O4,MAN,A,2,0.052,-1.093,-1.226,O,a-D-Manp,3,-1.0,-1,0,a,d,manp,man,P
HETATM,30,C3,MAN,A,2,0.253,0.499,-2.98,C,a-D-Manp,3,71.4,64,0,a,d,manp,man,P
HETATM,31,O3,MAN,A,2,-1.134,0.328,-3.302,O,a-D-Manp,3,-1.0,-1,0,a,d,manp,man,P
HETATM,32,C2,MAN,A,2,1.061,1.023,-4.173,C,a-D-Manp,3,79.4,64,0,a,d,manp,man,P
