HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C6,FCA,A,1,-2.583,1.455,4.191,C,a-D-Fucp,,16.5,69,0,a,d,fucp,fuc,P
HETATM,2,C5,FCA,A,1,-1.614,0.656,3.325,C,a-D-Fucp,,68.0,69,0,a,d,fucp,fuc,P
HETATM,3,O5,FCA,A,1,-0.864,-0.178,4.216,O,a-D-Fucp,,-1.0,-1,0,a,d,fucp,fuc,P
HETATM,4,C1,FCA,A,1,0.162,-0.895,3.551,C,a-D-Fucp,,93.0,69,0,a,d,fucp,fuc,P
HETATM,5,O1,FCA,A,1,1.101,0.021,3.025,O,a-D-Fucp,,-1.0,-1,0,a,d,fucp,fuc,P
HETATM,6,C2,FCA,A,1,-0.401,-1.85,2.466,C,a-D-Fucp,,77.9,69,0,a,d,fucp,fuc,P
HETATM,7,O2,FCA,A,1,0.605,-2.506,1.667,O,a-D-Fucp,,-1.0,-1,0,a,d,fucp,fuc,P
HETATM,8,C3,FCA,A,1,-1.308,-1.061,1.494,C,a-D-Fucp,,70.1,69,0,a,d,fucp,fuc,P
HETATM,9,O3,FCA,A,1,-2.048,-1.988,0.651,O,a-D-Fucp,,-1.0,-1,0,a,d,fucp,fuc,P
HETATM,10,C4,FCA,A,1,-2.323,-0.19,2.251,C,a-D-Fucp,,72.9,69,0,a,d,fucp,fuc,P
HETATM,11,O4,FCA,A,1,-3.303,-1.087,2.807,O,a-D-Fucp,,-1.0,-1,0,a,d,fucp,fuc,P
HETATM,12,H6,FCA,A,1,-2.019,2.108,4.873,H,a-D-Fucp,,1.23,61,0,a,d,fucp,fuc,P
HETATM,13,H61,FCA,A,1,-3.231,2.085,3.579,H,a-D-Fucp,,-1.0,-1,0,a,d,fucp,fuc,P
HETATM,14,H62,FCA,A,1,-3.199,0.804,4.818,H,a-D-Fucp,,-1.0,-1,0,a,d,fucp,fuc,P
HETATM,15,H5,FCA,A,1,-0.93,1.37,2.84,H,a-D-Fucp,,4.37,61,0,a,d,fucp,fuc,P
HETATM,16,H1,FCA,A,1,0.675,-1.483,4.319,H,a-D-Fucp,,5.45,61,0,a,d,fucp,fuc,P
HETATM,17,H1O,FCA,A,1,1.652,0.29,3.771,H,a-D-Fucp,,-1.0,-1,0,a,d,fucp,fuc,P
HETATM,18,H2,FCA,A,1,-1.021,-2.623,2.947,H,a-D-Fucp,,4.3,61,0,a,d,fucp,fuc,P
HETATM,19,H3,FCA,A,1,-0.688,-0.442,0.824,H,a-D-Fucp,,4.12,61,0,a,d,fucp,fuc,P
HETATM,20,H3O,FCA,A,1,-2.869,-2.192,1.162,H,a-D-Fucp,,-1.0,-1,0,a,d,fucp,fuc,P
HETATM,21,H4,FCA,A,1,-2.856,0.451,1.541,H,a-D-Fucp,,3.82,61,0,a,d,fucp,fuc,P
HETATM,22,H4O,FCA,A,1,-3.949,-0.549,3.305,H,a-D-Fucp,,-1.0,-1,0,a,d,fucp,fuc,P
HETATM,23,C1,XYP,A,2,1.516,-3.349,2.367,C,b-D-Xylp,2,103.7,45,0,b,d,xylp,xyl,P
HETATM,24,O5,XYP,A,2,2.793,-3.229,1.733,O,b-D-Xylp,2,-1.0,-1,0,b,d,xylp,xyl,P
HETATM,25,C5,XYP,A,2,3.812,-3.998,2.372,C,b-D-Xylp,2,64.1,45,0,b,d,xylp,xyl,P
HETATM,26,C4,XYP,A,2,3.481,-5.494,2.413,C,b-D-Xylp,2,77.3,45,0,b,d,xylp,xyl,P
HETATM,27,O4,XYP,A,2,4.428,-6.16,3.251,O,b-D-Xylp,2,-1.0,-1,0,b,d,xylp,xyl,P
HETATM,28,C3,XYP,A,2,2.086,-5.682,3.016,C,b-D-Xylp,2,75.6,45,0,b,d,xylp,xyl,P
HETATM,29,O3,XYP,A,2,1.694,-7.064,2.948,O,b-D-Xylp,2,-1.0,-1,0,b,d,xylp,xyl,P
HETATM,30,C2,XYP,A,2,1.05,-4.812,2.301,C,b-D-Xylp,2,74.4,45,0,b,d,xylp,xyl,P
HETATM,31,O2,XYP,A,2,-0.219,-5.027,2.939,O,b-D-Xylp,2,-1.0,-1,0,b,d,xylp,xyl,P
HETATM,32,H1,XYP,A,2,1.612,-3.032,3.406,H,b-D-Xylp,2,4.59,25,0,b,d,xylp,xyl,P
HETATM,33,H5,XYP,A,2,3.983,-3.6,3.377,H,b-D-Xylp,2,3.95,25,0,b,d,xylp,xyl,P
HETATM,34,H51,XYP,A,2,4.75,-3.853,1.823,H,b-D-Xylp,2,4.23,-1,0,b,d,xylp,xyl,P
HETATM,35,H4,XYP,A,2,3.489,-5.893,1.396,H,b-D-Xylp,2,3.87,25,0,b,d,xylp,xyl,P
HETATM,36,H3,XYP,A,2,2.113,-5.452,4.084,H,b-D-Xylp,2,3.76,25,0,b,d,xylp,xyl,P
HETATM,37,H3O,XYP,A,2,0.73,-7.066,3.17,H,b-D-Xylp,2,-1.0,-1,0,b,d,xylp,xyl,P
HETATM,38,H2,XYP,A,2,0.945,-5.143,1.264,H,b-D-Xylp,2,3.32,25,0,b,d,xylp,xyl,P
HETATM,39,H2O,XYP,A,2,-0.887,-4.825,2.265,H,b-D-Xylp,2,-1.0,-1,0,b,d,xylp,xyl,P
HETATM,40,C1,GTR,A,3,5.229,-7.15,2.604,C,b-D-GalpA,"2,4",102.9,67,0,b,d,galpa,gala,P
HETATM,41,O5,GTR,A,3,6.014,-6.579,1.557,O,b-D-GalpA,"2,4",-1.0,-1,0,b,d,galpa,gala,P
HETATM,42,C5,GTR,A,3,6.959,-7.519,1.023,C,b-D-GalpA,"2,4",76.0,67,0,b,d,galpa,gala,P
HETATM,43,C6,GTR,A,3,7.864,-6.876,-0.026,C,b-D-GalpA,"2,4",174.8,67,0,b,d,galpa,gala,P
HETATM,44,O6,GTR,A,3,7.803,-5.741,-0.469,O,b-D-GalpA,"2,4",-1.0,-1,0,b,d,galpa,gala,P
HETATM,45,O61,GTR,A,3,8.874,-7.7,-0.413,O,b-D-GalpA,"2,4",-1.0,-1,0,b,d,galpa,gala,P
HETATM,46,C4,GTR,A,3,6.258,-8.759,0.442,C,b-D-GalpA,"2,4",71.1,67,0,b,d,galpa,gala,P
HETATM,47,O4,GTR,A,3,5.422,-8.404,-0.677,O,b-D-GalpA,"2,4",-1.0,-1,0,b,d,galpa,gala,P
HETATM,48,C3,GTR,A,3,5.357,-9.396,1.514,C,b-D-GalpA,"2,4",73.6,67,0,b,d,galpa,gala,P
HETATM,49,O3,GTR,A,3,4.595,-10.459,0.906,O,b-D-GalpA,"2,4",-1.0,-1,0,b,d,galpa,gala,P
HETATM,50,C2,GTR,A,3,4.406,-8.355,2.104,C,b-D-GalpA,"2,4",71.8,67,0,b,d,galpa,gala,P
HETATM,51,O2,GTR,A,3,3.661,-8.967,3.164,O,b-D-GalpA,"2,4",-1.0,-1,0,b,d,galpa,gala,P
HETATM,52,H1,GTR,A,3,5.909,-7.495,3.396,H,b-D-GalpA,"2,4",4.56,54,0,b,d,galpa,gala,P
HETATM,53,H5,GTR,A,3,7.621,-7.813,1.854,H,b-D-GalpA,"2,4",4.15,54,0,b,d,galpa,gala,P
HETATM,54,H6O,GTR,A,3,9.394,-7.158,-1.04,H,b-D-GalpA,"2,4",-1.0,-1,0,b,d,galpa,gala,P
HETATM,55,H4,GTR,A,3,6.977,-9.493,0.07,H,b-D-GalpA,"2,4",4.22,54,0,b,d,galpa,gala,P
HETATM,56,H4O,GTR,A,3,4.864,-9.195,-0.839,H,b-D-GalpA,"2,4",-1.0,-1,0,b,d,galpa,gala,P
HETATM,57,H3,GTR,A,3,5.967,-9.848,2.311,H,b-D-GalpA,"2,4",3.73,54,0,b,d,galpa,gala,P
HETATM,58,H3O,GTR,A,3,3.922,-10.71,1.57,H,b-D-GalpA,"2,4",-1.0,-1,0,b,d,galpa,gala,P
HETATM,59,H2,GTR,A,3,3.681,-8.06,1.338,H,b-D-GalpA,"2,4",3.26,54,0,b,d,galpa,gala,P
HETATM,60,H2O,GTR,A,3,2.964,-8.315,3.385,H,b-D-GalpA,"2,4",-1.0,-1,0,b,d,galpa,gala,P
