HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,O,PDa,A,1,-2.178,3.793,1.877,O,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,2,C,PDa,A,1,-1.486,2.983,1.278,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,3,C3,PDa,A,1,-0.383,3.48,0.441,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,4,C1,PDa,A,1,0.306,2.625,-0.316,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,5,C2,PDa,A,1,1.461,3.083,-1.091,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,6,C4,PDa,A,1,2.74,2.649,-0.717,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,7,C5,PDa,A,1,3.869,3.117,-1.397,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,8,C54,PDa,A,1,3.719,3.986,-2.474,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,9,O54,PDa,A,1,4.845,4.49,-3.061,O,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,10,C6,PDa,A,1,2.453,4.433,-2.842,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,11,C7,PDa,A,1,1.326,3.982,-2.153,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,12,O1,PDa,A,1,0.074,1.271,-0.397,O,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,13,C8,PDa,A,1,-0.873,0.739,0.451,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,14,C8,PDa,A,1,-1.01,-0.653,0.416,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,15,C7,PDa,A,1,-1.898,-1.289,1.282,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,16,O7,PDa,A,1,-2.096,-2.641,1.321,O,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,17,C6,PDa,A,1,-2.699,-0.524,2.137,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,18,C5,PDa,A,1,-2.561,0.869,2.168,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,19,O5,PDa,A,1,-3.276,1.582,3.083,O,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,20,C9,PDa,A,1,-1.655,1.512,1.319,C,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,21,H3,PDa,A,1,-0.159,4.539,0.492,H,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,22,H,PDa,A,1,2.868,1.984,0.138,H,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,23,H1,PDa,A,1,4.862,2.811,-1.077,H,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,24,H2,PDa,A,1,2.346,5.171,-3.633,H,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,25,H4,PDa,A,1,0.341,4.348,-2.429,H,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,26,H8,PDa,A,1,-0.425,-1.198,-0.315,H,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,27,H6,PDa,A,1,-3.389,-1.031,2.803,H,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,28,H5O,PDa,A,1,-3.944,1.018,3.506,H,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,29,C1,BGC,A,2,5.159,3.932,-4.359,C,b-D-Glcp,54,102.8,87,0,b,d,glcp,glc,P
HETATM,30,O5,BGC,A,2,4.145,4.216,-5.337,O,b-D-Glcp,54,-1.0,-1,0,b,d,glcp,glc,P
HETATM,31,C5,BGC,A,2,4.49,3.782,-6.661,C,b-D-Glcp,54,76.7,87,0,b,d,glcp,glc,P
HETATM,32,C6,BGC,A,2,3.373,4.25,-7.594,C,b-D-Glcp,54,61.8,87,0,b,d,glcp,glc,P
HETATM,33,O6,BGC,A,2,3.51,5.657,-7.82,O,b-D-Glcp,54,-1.0,-1,0,b,d,glcp,glc,P
HETATM,34,C4,BGC,A,2,4.648,2.258,-6.672,C,b-D-Glcp,54,70.4,87,0,b,d,glcp,glc,P
HETATM,35,O4,BGC,A,2,4.979,1.769,-7.967,O,b-D-Glcp,54,-1.0,-1,0,b,d,glcp,glc,P
HETATM,36,C3,BGC,A,2,5.771,1.879,-5.707,C,b-D-Glcp,54,76.2,87,0,b,d,glcp,glc,P
HETATM,37,O3,BGC,A,2,5.901,0.448,-5.644,O,b-D-Glcp,54,-1.0,-1,0,b,d,glcp,glc,P
HETATM,38,C2,BGC,A,2,5.484,2.418,-4.303,C,b-D-Glcp,54,74.2,87,0,b,d,glcp,glc,P
HETATM,39,O2,BGC,A,2,6.624,2.15,-3.459,O,b-D-Glcp,54,-1.0,-1,0,b,d,glcp,glc,P
HETATM,40,H1,BGC,A,2,6.074,4.465,-4.649,H,b-D-Glcp,54,4.74,76,0,b,d,glcp,glc,P
HETATM,41,H5,BGC,A,2,5.424,4.281,-6.959,H,b-D-Glcp,54,3.44,76,0,b,d,glcp,glc,P
HETATM,42,H6,BGC,A,2,2.387,4.066,-7.156,H,b-D-Glcp,54,3.73,76,0,b,d,glcp,glc,P
HETATM,43,H61,BGC,A,2,3.436,3.762,-8.571,H,b-D-Glcp,54,3.87,-1,0,b,d,glcp,glc,P
HETATM,44,H6O,BGC,A,2,2.683,6.089,-7.53,H,b-D-Glcp,54,-1.0,-1,0,b,d,glcp,glc,P
HETATM,45,H4,BGC,A,2,3.719,1.774,-6.353,H,b-D-Glcp,54,3.38,76,0,b,d,glcp,glc,P
HETATM,46,H4O,BGC,A,2,4.165,1.39,-8.35,H,b-D-Glcp,54,-1.0,-1,0,b,d,glcp,glc,P
HETATM,47,H3,BGC,A,2,6.737,2.244,-6.067,H,b-D-Glcp,54,3.52,76,0,b,d,glcp,glc,P
HETATM,48,H3O,BGC,A,2,6.139,0.173,-6.549,H,b-D-Glcp,54,-1.0,-1,0,b,d,glcp,glc,P
HETATM,49,H2,BGC,A,2,4.639,1.862,-3.881,H,b-D-Glcp,54,3.33,76,0,b,d,glcp,glc,P
