HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,O6,GTR,A,1,-3.255,3.453,4.261,O,b-D-GalpA,,-1.0,-1,0,b,d,galpa,gala,P
HETATM,2,C6,GTR,A,1,-2.217,3.038,3.77,C,b-D-GalpA,,179.3,77,0,b,d,galpa,gala,P
HETATM,3,O61,GTR,A,1,-1.441,3.877,3.047,O,b-D-GalpA,,-1.0,-1,0,b,d,galpa,gala,P
HETATM,4,C5,GTR,A,1,-1.595,1.655,3.932,C,b-D-GalpA,,76.2,77,0,b,d,galpa,gala,P
HETATM,5,O5,GTR,A,1,-2.401,0.826,4.778,O,b-D-GalpA,,-1.0,-1,0,b,d,galpa,gala,P
HETATM,6,C1,GTR,A,1,-1.794,-0.425,5.013,C,b-D-GalpA,,104.4,77,0,b,d,galpa,gala,P
HETATM,7,O1,GTR,A,1,-2.653,-1.181,5.858,O,b-D-GalpA,,-1.0,-1,0,b,d,galpa,gala,P
HETATM,8,C2,GTR,A,1,-1.563,-1.234,3.724,C,b-D-GalpA,,72.0,77,0,b,d,galpa,gala,P
HETATM,9,O2,GTR,A,1,-0.886,-2.456,4.077,O,b-D-GalpA,,-1.0,-1,0,b,d,galpa,gala,P
HETATM,10,C3,GTR,A,1,-0.745,-0.397,2.723,C,b-D-GalpA,,81.2,77,0,b,d,galpa,gala,P
HETATM,11,O3,GTR,A,1,-0.734,-0.953,1.391,O,b-D-GalpA,,-1.0,-1,0,b,d,galpa,gala,P
HETATM,12,C4,GTR,A,1,-1.378,0.999,2.563,C,b-D-GalpA,,68.1,77,0,b,d,galpa,gala,P
HETATM,13,O4,GTR,A,1,-2.63,0.846,1.867,O,b-D-GalpA,,-1.0,-1,0,b,d,galpa,gala,P
HETATM,14,H6O,GTR,A,1,-1.981,4.697,3.006,H,b-D-GalpA,,-1.0,-1,0,b,d,galpa,gala,P
HETATM,15,H5,GTR,A,1,-0.633,1.81,4.438,H,b-D-GalpA,,4.05,87,0,b,d,galpa,gala,P
HETATM,16,H1,GTR,A,1,-0.853,-0.29,5.562,H,b-D-GalpA,,4.66,87,0,b,d,galpa,gala,P
HETATM,17,H1O,GTR,A,1,-2.998,-0.518,6.482,H,b-D-GalpA,,-1.0,-1,0,b,d,galpa,gala,P
HETATM,18,H2,GTR,A,1,-2.518,-1.528,3.272,H,b-D-GalpA,,3.65,87,0,b,d,galpa,gala,P
HETATM,19,H2O,GTR,A,1,-1.421,-2.827,4.807,H,b-D-GalpA,,-1.0,-1,0,b,d,galpa,gala,P
HETATM,20,H3,GTR,A,1,0.285,-0.281,3.082,H,b-D-GalpA,,3.56,87,0,b,d,galpa,gala,P
HETATM,21,H4,GTR,A,1,-0.745,1.619,1.919,H,b-D-GalpA,,4.34,87,0,b,d,galpa,gala,P
HETATM,22,H4O,GTR,A,1,-2.439,0.217,1.138,H,b-D-GalpA,,-1.0,-1,0,b,d,galpa,gala,P
HETATM,23,C1,GTR,A,2,0.068,-2.13,1.24,C,b-D-GalpA,3,103.2,57,0,b,d,galpa,gala,P
HETATM,24,O5,GTR,A,2,1.413,-1.839,1.593,O,b-D-GalpA,3,-1.0,-1,0,b,d,galpa,gala,P
HETATM,25,C5,GTR,A,2,2.251,-2.989,1.488,C,b-D-GalpA,3,76.0,57,0,b,d,galpa,gala,P
HETATM,26,C6,GTR,A,2,3.641,-2.706,2.048,C,b-D-GalpA,3,174.5,57,0,b,d,galpa,gala,P
HETATM,27,O6,GTR,A,2,4.039,-1.683,2.583,O,b-D-GalpA,3,-1.0,-1,0,b,d,galpa,gala,P
HETATM,28,O61,GTR,A,2,4.46,-3.782,1.983,O,b-D-GalpA,3,-1.0,-1,0,b,d,galpa,gala,P
HETATM,29,C4,GTR,A,2,2.334,-3.443,0.029,C,b-D-GalpA,3,78.9,57,0,b,d,galpa,gala,P
HETATM,30,O4,GTR,A,2,2.925,-2.419,-0.793,O,b-D-GalpA,3,-1.0,-1,0,b,d,galpa,gala,P
HETATM,31,C3,GTR,A,2,0.926,-3.762,-0.517,C,b-D-GalpA,3,75.3,57,0,b,d,galpa,gala,P
HETATM,32,O3,GTR,A,2,1.127,-3.995,-1.927,O,b-D-GalpA,3,-1.0,-1,0,b,d,galpa,gala,P
HETATM,33,C2,GTR,A,2,-0.043,-2.592,-0.235,C,b-D-GalpA,3,70.9,57,0,b,d,galpa,gala,P
HETATM,34,O2,GTR,A,2,-1.403,-2.99,-0.484,O,b-D-GalpA,3,-1.0,-1,0,b,d,galpa,gala,P
HETATM,35,H1,GTR,A,2,-0.339,-2.922,1.874,H,b-D-GalpA,3,4.49,25,0,b,d,galpa,gala,P
HETATM,36,H5,GTR,A,2,1.828,-3.782,2.12,H,b-D-GalpA,3,4.08,25,0,b,d,galpa,gala,P
HETATM,37,H6O,GTR,A,2,5.293,-3.448,2.382,H,b-D-GalpA,3,-1.0,-1,0,b,d,galpa,gala,P
HETATM,38,H4,GTR,A,2,2.975,-4.326,-0.081,H,b-D-GalpA,3,4.29,25,0,b,d,galpa,gala,P
HETATM,39,H4O,GTR,A,2,2.652,-2.624,-1.709,H,b-D-GalpA,3,-1.0,-1,0,b,d,galpa,gala,P
HETATM,40,H3,GTR,A,2,0.573,-4.664,-0.017,H,b-D-GalpA,3,3.7,25,0,b,d,galpa,gala,P
HETATM,41,H2,GTR,A,2,0.168,-1.754,-0.911,H,b-D-GalpA,3,3.6,25,0,b,d,galpa,gala,P
HETATM,42,H2O,GTR,A,2,-1.42,-3.343,-1.396,H,b-D-GalpA,3,-1.0,-1,0,b,d,galpa,gala,P
HETATM,43,C1,BMA,A,3,0.204,-4.804,-2.653,C,b-D-Manp,"3,3",102.5,62,0,b,d,manp,man,P
HETATM,44,O5,BMA,A,3,-1.075,-4.174,-2.77,O,b-D-Manp,"3,3",-1.0,-1,0,b,d,manp,man,P
HETATM,45,C5,BMA,A,3,-1.919,-4.828,-3.739,C,b-D-Manp,"3,3",77.5,62,0,b,d,manp,man,P
HETATM,46,C6,BMA,A,3,-3.246,-4.063,-3.793,C,b-D-Manp,"3,3",59.9,62,0,b,d,manp,man,P
HETATM,47,O6,BMA,A,3,-3.004,-2.733,-4.257,O,b-D-Manp,"3,3",-1.0,-1,0,b,d,manp,man,P
HETATM,48,C4,BMA,A,3,-2.142,-6.309,-3.393,C,b-D-Manp,"3,3",68.0,62,0,b,d,manp,man,P
HETATM,49,O4,BMA,A,3,-2.873,-7.004,-4.411,O,b-D-Manp,"3,3",-1.0,-1,0,b,d,manp,man,P
HETATM,50,C3,BMA,A,3,-0.796,-7.025,-3.198,C,b-D-Manp,"3,3",74.0,62,0,b,d,manp,man,P
HETATM,51,O3,BMA,A,3,-1.028,-8.357,-2.713,O,b-D-Manp,"3,3",-1.0,-1,0,b,d,manp,man,P
HETATM,52,C2,BMA,A,3,0.086,-6.277,-2.195,C,b-D-Manp,"3,3",71.6,62,0,b,d,manp,man,P
HETATM,53,O2,BMA,A,3,-0.528,-6.407,-0.902,O,b-D-Manp,"3,3",-1.0,-1,0,b,d,manp,man,P
HETATM,54,H1,BMA,A,3,0.635,-4.822,-3.664,H,b-D-Manp,"3,3",4.9,57,0,b,d,manp,man,P
HETATM,55,H5,BMA,A,3,-1.437,-4.734,-4.722,H,b-D-Manp,"3,3",3.38,57,0,b,d,manp,man,P
HETATM,56,H6,BMA,A,3,-3.951,-4.532,-4.485,H,b-D-Manp,"3,3",3.75,57,0,b,d,manp,man,P
HETATM,57,H61,BMA,A,3,-3.71,-3.993,-2.804,H,b-D-Manp,"3,3",3.86,-1,0,b,d,manp,man,P
HETATM,58,H6O,BMA,A,3,-2.406,-2.319,-3.607,H,b-D-Manp,"3,3",-1.0,-1,0,b,d,manp,man,P
HETATM,59,H4,BMA,A,3,-2.73,-6.398,-2.472,H,b-D-Manp,"3,3",3.57,57,0,b,d,manp,man,P
HETATM,60,H4O,BMA,A,3,-2.514,-6.768,-5.285,H,b-D-Manp,"3,3",-1.0,-1,0,b,d,manp,man,P
HETATM,61,H3,BMA,A,3,-0.281,-7.122,-4.161,H,b-D-Manp,"3,3",3.64,57,0,b,d,manp,man,P
HETATM,62,H3O,BMA,A,3,-1.769,-8.713,-3.245,H,b-D-Manp,"3,3",-1.0,-1,0,b,d,manp,man,P
HETATM,63,H2,BMA,A,3,1.076,-6.738,-2.112,H,b-D-Manp,"3,3",4.04,57,0,b,d,manp,man,P
HETATM,64,H2O,BMA,A,3,-0.75,-7.358,-0.818,H,b-D-Manp,"3,3",-1.0,-1,0,b,d,manp,man,P
