HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,MOH,A,1,1.666,-1.17,-5.247,C,Me,,58.1,84,0,missing_a_b,missing_L_D,me,me,missing_carbon_number
HETATM,2,O1,MOH,A,1,1.75,-1.933,-4.053,O,Me,,-1.0,-1,0,missing_a_b,missing_L_D,me,me,missing_carbon_number
HETATM,3,H1,MOH,A,1,2.447,-0.403,-5.267,H,Me,,3.57,98,0,missing_a_b,missing_L_D,me,me,missing_carbon_number
HETATM,4,H11,MOH,A,1,0.682,-0.708,-5.358,H,Me,,-1.0,-1,0,missing_a_b,missing_L_D,me,me,missing_carbon_number
HETATM,5,H12,MOH,A,1,1.827,-1.843,-6.094,H,Me,,-1.0,-1,0,missing_a_b,missing_L_D,me,me,missing_carbon_number
HETATM,6,C1,GTR,A,2,1.552,-1.151,-2.87,C,b-D-GalpA,1,104.3,58,0,b,d,galpa,gala,P
HETATM,7,O5,GTR,A,2,2.437,-1.662,-1.873,O,b-D-GalpA,1,-1.0,-1,0,b,d,galpa,gala,P
HETATM,8,C5,GTR,A,2,2.322,-0.992,-0.622,C,b-D-GalpA,1,76.0,58,0,b,d,galpa,gala,P
HETATM,9,C6,GTR,A,2,3.343,-1.426,0.427,C,b-D-GalpA,1,174.7,58,0,b,d,galpa,gala,P
HETATM,10,O6,GTR,A,2,3.399,-1.002,1.575,O,b-D-GalpA,1,-1.0,-1,0,b,d,galpa,gala,P
HETATM,11,O61,GTR,A,2,4.269,-2.3,-0.013,O,b-D-GalpA,1,-1.0,-1,0,b,d,galpa,gala,P
HETATM,12,C4,GTR,A,2,0.911,-1.149,-0.039,C,b-D-GalpA,1,70.5,58,0,b,d,galpa,gala,P
HETATM,13,O4,GTR,A,2,0.596,-2.529,0.205,O,b-D-GalpA,1,-1.0,-1,0,b,d,galpa,gala,P
HETATM,14,C3,GTR,A,2,-0.106,-0.587,-1.042,C,b-D-GalpA,1,75.3,58,0,b,d,galpa,gala,P
HETATM,15,O3,GTR,A,2,-1.448,-0.872,-0.604,O,b-D-GalpA,1,-1.0,-1,0,b,d,galpa,gala,P
HETATM,16,C2,GTR,A,2,0.078,-1.246,-2.417,C,b-D-GalpA,1,71.7,58,0,b,d,galpa,gala,P
HETATM,17,O2,GTR,A,2,-0.805,-0.576,-3.339,O,b-D-GalpA,1,-1.0,-1,0,b,d,galpa,gala,P
HETATM,18,H1,GTR,A,2,1.826,-0.107,-3.071,H,b-D-GalpA,1,4.3,21,0,b,d,galpa,gala,P
HETATM,19,H5,GTR,A,2,2.539,0.07,-0.798,H,b-D-GalpA,1,4.15,21,0,b,d,galpa,gala,P
HETATM,20,H6O,GTR,A,2,4.816,-2.504,0.771,H,b-D-GalpA,1,-1.0,-1,0,b,d,galpa,gala,P
HETATM,21,H4,GTR,A,2,0.84,-0.643,0.927,H,b-D-GalpA,1,4.13,21,0,b,d,galpa,gala,P
HETATM,22,H4O,GTR,A,2,-0.356,-2.547,0.435,H,b-D-GalpA,1,-1.0,-1,0,b,d,galpa,gala,P
HETATM,23,H3,GTR,A,2,0.02,0.499,-1.154,H,b-D-GalpA,1,3.7,21,0,b,d,galpa,gala,P
HETATM,24,H2,GTR,A,2,-0.235,-2.297,-2.392,H,b-D-GalpA,1,3.55,21,0,b,d,galpa,gala,P
HETATM,25,H2O,GTR,A,2,-1.702,-0.85,-3.069,H,b-D-GalpA,1,-1.0,-1,0,b,d,galpa,gala,P
HETATM,26,C1,BMA,A,3,-2.046,0.176,0.166,C,b-D-Manp,"1,3",102.5,62,0,b,d,manp,man,P
HETATM,27,O5,BMA,A,3,-1.209,0.557,1.258,O,b-D-Manp,"1,3",-1.0,-1,0,b,d,manp,man,P
HETATM,28,C5,BMA,A,3,-1.762,1.607,2.057,C,b-D-Manp,"1,3",77.5,62,0,b,d,manp,man,P
