HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,MOH,A,1,1.321,2.89,-2.107,C,Me,,58.1,84,0,missing_a_b,missing_L_D,me,me,missing_carbon_number
HETATM,2,O1,MOH,A,1,1.971,1.738,-1.587,O,Me,,-1.0,-1,0,missing_a_b,missing_L_D,me,me,missing_carbon_number
HETATM,3,H1,MOH,A,1,2.058,3.484,-2.652,H,Me,,3.57,98,0,missing_a_b,missing_L_D,me,me,missing_carbon_number
HETATM,4,H11,MOH,A,1,0.522,2.603,-2.801,H,Me,,-1.0,-1,0,missing_a_b,missing_L_D,me,me,missing_carbon_number
HETATM,5,H12,MOH,A,1,0.916,3.504,-1.299,H,Me,,-1.0,-1,0,missing_a_b,missing_L_D,me,me,missing_carbon_number
HETATM,6,C1,BDP,A,2,1.065,0.861,-0.907,C,b-D-GlcpA,1,103.9,66,0,b,d,glcpa,glca,P
HETATM,7,O5,BDP,A,2,0.438,1.524,0.181,O,b-D-GlcpA,1,-1.0,-1,0,b,d,glcpa,glca,P
HETATM,8,C5,BDP,A,2,-0.427,0.66,0.918,C,b-D-GlcpA,1,77.0,66,0,b,d,glcpa,glca,P
HETATM,9,C6,BDP,A,2,-1.173,1.47,1.966,C,b-D-GlcpA,1,175.9,66,0,b,d,glcpa,glca,P
HETATM,10,O6,BDP,A,2,-2.386,1.48,2.124,O,b-D-GlcpA,1,-1.0,-1,0,b,d,glcpa,glca,P
HETATM,11,O61,BDP,A,2,-0.365,2.184,2.777,O,b-D-GlcpA,1,-1.0,-1,0,b,d,glcpa,glca,P
HETATM,12,C4,BDP,A,2,0.367,-0.47,1.607,C,b-D-GlcpA,1,77.8,66,0,b,d,glcpa,glca,P
HETATM,13,O4,BDP,A,2,-0.54,-1.327,2.301,O,b-D-GlcpA,1,-1.0,-1,0,b,d,glcpa,glca,P
HETATM,14,C3,BDP,A,2,1.088,-1.255,0.482,C,b-D-GlcpA,1,77.1,66,0,b,d,glcpa,glca,P
HETATM,15,O3,BDP,A,2,1.978,-2.273,0.987,O,b-D-GlcpA,1,-1.0,-1,0,b,d,glcpa,glca,P
HETATM,16,C2,BDP,A,2,1.913,-0.315,-0.401,C,b-D-GlcpA,1,73.7,66,0,b,d,glcpa,glca,P
HETATM,17,O2,BDP,A,2,2.462,-1.071,-1.49,O,b-D-GlcpA,1,-1.0,-1,0,b,d,glcpa,glca,P
HETATM,18,H1,BDP,A,2,0.316,0.516,-1.631,H,b-D-GlcpA,1,4.4,69,0,b,d,glcpa,glca,P
HETATM,19,H5,BDP,A,2,-1.192,0.252,0.245,H,b-D-GlcpA,1,3.88,69,0,b,d,glcpa,glca,P
HETATM,20,H6O,BDP,A,2,-0.975,2.543,3.454,H,b-D-GlcpA,1,-1.0,-1,0,b,d,glcpa,glca,P
HETATM,21,H4,BDP,A,2,1.099,-0.031,2.29,H,b-D-GlcpA,1,3.8,69,0,b,d,glcpa,glca,P
HETATM,22,H3,BDP,A,2,0.348,-1.799,-0.122,H,b-D-GlcpA,1,3.76,69,0,b,d,glcpa,glca,P
HETATM,23,H3O,BDP,A,2,2.467,-2.578,0.191,H,b-D-GlcpA,1,-1.0,-1,0,b,d,glcpa,glca,P
HETATM,24,H2,BDP,A,2,2.771,0.059,0.175,H,b-D-GlcpA,1,3.33,69,0,b,d,glcpa,glca,P
HETATM,25,H2O,BDP,A,2,2.924,-0.416,-2.054,H,b-D-GlcpA,1,-1.0,-1,0,b,d,glcpa,glca,P
HETATM,26,C1,ADA,A,3,-0.134,-1.881,3.562,C,a-D-GalpA,"1,4",101.2,70,0,a,d,galpa,gala,P
HETATM,27,O5,ADA,A,3,1.08,-2.617,3.52,O,a-D-GalpA,"1,4",-1.0,-1,0,a,d,galpa,gala,P
HETATM,28,C5,ADA,A,3,2.253,-1.953,4.012,C,a-D-GalpA,"1,4",72.6,70,0,a,d,galpa,gala,P
HETATM,29,C6,ADA,A,3,3.389,-2.963,3.982,C,a-D-GalpA,"1,4",175.9,70,0,a,d,galpa,gala,P
HETATM,30,O6,ADA,A,3,4.314,-3.009,4.784,O,a-D-GalpA,"1,4",-1.0,-1,0,a,d,galpa,gala,P
HETATM,31,O61,ADA,A,3,3.302,-3.789,2.906,O,a-D-GalpA,"1,4",-1.0,-1,0,a,d,galpa,gala,P
HETATM,32,C4,ADA,A,3,2.052,-1.352,5.4,C,a-D-GalpA,"1,4",71.3,70,0,a,d,galpa,gala,P
HETATM,33,O4,ADA,A,3,1.622,-2.363,6.325,O,a-D-GalpA,"1,4",-1.0,-1,0,a,d,galpa,gala,P
HETATM,34,C3,ADA,A,3,0.961,-0.289,5.255,C,a-D-GalpA,"1,4",70.3,70,0,a,d,galpa,gala,P
HETATM,35,O3,ADA,A,3,0.751,0.401,6.496,O,a-D-GalpA,"1,4",-1.0,-1,0,a,d,galpa,gala,P
HETATM,36,C2,ADA,A,3,-0.34,-0.944,4.787,C,a-D-GalpA,"1,4",69.3,70,0,a,d,galpa,gala,P
HETATM,37,O2,ADA,A,3,-1.319,0.085,4.568,O,a-D-GalpA,"1,4",-1.0,-1,0,a,d,galpa,gala,P
HETATM,38,H1,ADA,A,3,-0.892,-2.66,3.701,H,a-D-GalpA,"1,4",5.46,54,0,a,d,galpa,gala,P
HETATM,39,H5,ADA,A,3,2.556,-1.169,3.313,H,a-D-GalpA,"1,4",4.5,54,0,a,d,galpa,gala,P
