HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,R1,PDa,A,1,4.634,0.809,3.369,X,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,2,O,PDa,A,1,4.121,-0.066,2.381,O,Missing Monosaccharide,,-1.0,-1,0,missing_a_b,missing_L_D,missing monosaccharide,missing monosaccharide,missing_carbon_number
HETATM,3,C1,GAL,A,2,2.971,-0.806,2.827,C,b-D-Galp,1,-1.0,0,0,b,d,galp,gal,P
HETATM,4,O5,GAL,A,2,2.917,-2.044,2.099,O,b-D-Galp,1,-1.0,-1,0,b,d,galp,gal,P
HETATM,5,C5,GAL,A,2,1.75,-2.842,2.391,C,b-D-Galp,1,-1.0,0,0,b,d,galp,gal,P
HETATM,6,C6,GAL,A,2,1.872,-4.158,1.611,C,b-D-Galp,1,-1.0,0,0,b,d,galp,gal,P
HETATM,7,O6,GAL,A,2,2.845,-4.994,2.243,O,b-D-Galp,1,-1.0,-1,0,b,d,galp,gal,P
HETATM,8,C4,GAL,A,2,0.479,-2.073,1.985,C,b-D-Galp,1,-1.0,0,0,b,d,galp,gal,P
HETATM,9,O4,GAL,A,2,0.58,-1.813,0.576,O,b-D-Galp,1,-1.0,-1,0,b,d,galp,gal,P
HETATM,10,C3,GAL,A,2,0.452,-0.792,2.828,C,b-D-Galp,1,-1.0,0,0,b,d,galp,gal,P
HETATM,11,O3,GAL,A,2,-0.728,-0.017,2.591,O,b-D-Galp,1,-1.0,-1,0,b,d,galp,gal,P
HETATM,12,C2,GAL,A,2,1.705,0.053,2.584,C,b-D-Galp,1,-1.0,0,0,b,d,galp,gal,P
HETATM,13,O2,GAL,A,2,1.617,1.186,3.472,O,b-D-Galp,1,-1.0,-1,0,b,d,galp,gal,P
HETATM,14,H1,GAL,A,2,3.077,-1.052,3.894,H,b-D-Galp,1,4.13,12,0,b,d,galp,gal,P
HETATM,15,H5,GAL,A,2,1.748,-3.062,3.466,H,b-D-Galp,1,-1.0,12,0,b,d,galp,gal,P
HETATM,16,H6,GAL,A,2,2.202,-3.981,0.582,H,b-D-Galp,1,-1.0,12,0,b,d,galp,gal,P
HETATM,17,H61,GAL,A,2,0.924,-4.705,1.605,H,b-D-Galp,1,-1.0,-1,0,b,d,galp,gal,P
HETATM,18,H6O,GAL,A,2,3.014,-5.735,1.637,H,b-D-Galp,1,-1.0,-1,0,b,d,galp,gal,P
HETATM,19,H4,GAL,A,2,-0.413,-2.683,2.174,H,b-D-Galp,1,-1.0,12,0,b,d,galp,gal,P
HETATM,20,H3,GAL,A,2,0.404,-1.062,3.891,H,b-D-Galp,1,-1.0,12,0,b,d,galp,gal,P
HETATM,21,H3O,GAL,A,2,-0.515,0.882,2.914,H,b-D-Galp,1,-1.0,-1,0,b,d,galp,gal,P
HETATM,22,H2,GAL,A,2,1.702,0.459,1.567,H,b-D-Galp,1,-1.0,12,0,b,d,galp,gal,P
HETATM,23,H2O,GAL,A,2,2.475,1.655,3.417,H,b-D-Galp,1,-1.0,-1,0,b,d,galp,gal,P
HETATM,24,C1,GLA,A,3,-0.618,-1.331,-0.032,C,a-D-Galp,"1,4",100.8,82,0,a,d,galp,gal,P
HETATM,25,O5,GLA,A,3,-0.423,0.014,-0.494,O,a-D-Galp,"1,4",-1.0,-1,0,a,d,galp,gal,P
HETATM,26,C5,GLA,A,3,0.673,0.128,-1.428,C,a-D-Galp,"1,4",71.3,82,0,a,d,galp,gal,P
HETATM,27,C6,GLA,A,3,0.888,1.615,-1.738,C,a-D-Galp,"1,4",61.1,82,0,a,d,galp,gal,P
HETATM,28,O6,GLA,A,3,1.528,2.247,-0.627,O,a-D-Galp,"1,4",-1.0,-1,0,a,d,galp,gal,P
HETATM,29,C4,GLA,A,3,0.325,-0.672,-2.689,C,a-D-Galp,"1,4",69.8,82,0,a,d,galp,gal,P
HETATM,30,O4,GLA,A,3,-0.854,-0.145,-3.328,O,a-D-Galp,"1,4",-1.0,-1,0,a,d,galp,gal,P
HETATM,31,C3,GLA,A,3,0.051,-2.137,-2.324,C,a-D-Galp,"1,4",69.7,82,0,a,d,galp,gal,P
HETATM,32,O3,GLA,A,3,-0.43,-2.854,-3.474,O,a-D-Galp,"1,4",-1.0,-1,0,a,d,galp,gal,P
HETATM,33,C2,GLA,A,3,-1.002,-2.242,-1.215,C,a-D-Galp,"1,4",69.0,82,0,a,d,galp,gal,P
HETATM,34,O2,GLA,A,3,-1.15,-3.614,-0.817,O,a-D-Galp,"1,4",-1.0,-1,0,a,d,galp,gal,P
HETATM,35,H1,GLA,A,3,-1.454,-1.337,0.675,H,a-D-Galp,"1,4",4.96,95,0,a,d,galp,gal,P
HETATM,36,H5,GLA,A,3,1.586,-0.263,-0.963,H,a-D-Galp,"1,4",4.37,95,0,a,d,galp,gal,P
HETATM,37,H6,GLA,A,3,-0.066,2.125,-1.909,H,a-D-Galp,"1,4",3.71,95,0,a,d,galp,gal,P
HETATM,38,H61,GLA,A,3,1.537,1.746,-2.61,H,a-D-Galp,"1,4",3.72,-1,0,a,d,galp,gal,P
HETATM,39,H6O,GLA,A,3,1.504,3.205,-0.794,H,a-D-Galp,"1,4",-1.0,-1,0,a,d,galp,gal,P
HETATM,40,H4,GLA,A,3,1.13,-0.619,-3.43,H,a-D-Galp,"1,4",4.04,95,0,a,d,galp,gal,P
HETATM,41,H4O,GLA,A,3,-1.431,0.213,-2.623,H,a-D-Galp,"1,4",-1.0,-1,0,a,d,galp,gal,P
HETATM,42,H3,GLA,A,3,0.976,-2.635,-2.01,H,a-D-Galp,"1,4",3.91,95,0,a,d,galp,gal,P
HETATM,43,H3O,GLA,A,3,-0.914,-2.195,-4.014,H,a-D-Galp,"1,4",-1.0,-1,0,a,d,galp,gal,P
HETATM,44,H2,GLA,A,3,-1.975,-1.927,-1.612,H,a-D-Galp,"1,4",3.84,95,0,a,d,galp,gal,P
HETATM,45,H2O,GLA,A,3,-1.158,-4.122,-1.653,H,a-D-Galp,"1,4",-1.0,-1,0,a,d,galp,gal,P
