HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component
HETATM,1,C1,MOH,A,1,0.4,-3.506,4.797,C,Me,,58.1,0,0
HETATM,2,O1,MOH,A,1,-0.326,-2.835,3.776,O,Me,,-1.0,-1,0
HETATM,3,H1,MOH,A,1,1.307,-3.965,4.392,H,Me,,3.48,94,0
HETATM,4,H11,MOH,A,1,0.654,-2.818,5.609,H,Me,,-1.0,-1,0
HETATM,5,H12,MOH,A,1,-0.237,-4.296,5.202,H,Me,,-1.0,-1,0
HETATM,6,C1,XYP,A,2,0.472,-1.838,3.12,C,b-D-Xylp,1,103.7,42,0
HETATM,7,O5,XYP,A,2,0.869,-0.82,4.031,O,b-D-Xylp,1,-1.0,-1,0
HETATM,8,C5,XYP,A,2,1.673,0.167,3.39,C,b-D-Xylp,1,66.3,42,0
HETATM,9,C4,XYP,A,2,0.891,0.878,2.293,C,b-D-Xylp,1,70.5,42,0
HETATM,10,O4,XYP,A,2,1.728,1.835,1.639,O,b-D-Xylp,1,-1.0,-1,0
HETATM,11,C3,XYP,A,2,0.342,-0.123,1.261,C,b-D-Xylp,1,85.8,42,0
HETATM,12,O3,XYP,A,2,-0.497,0.664,0.387,O,b-D-Xylp,1,-1.0,-1,0
HETATM,13,C2,XYP,A,2,-0.398,-1.264,1.98,C,b-D-Xylp,1,73.4,42,0
HETATM,14,O2,XYP,A,2,-0.72,-2.335,1.07,O,b-D-Xylp,1,-1.0,-1,0
HETATM,15,H1,XYP,A,2,1.356,-2.338,2.701,H,b-D-Xylp,1,4.49,35,0
HETATM,16,H5,XYP,A,2,1.992,0.89,4.148,H,b-D-Xylp,1,3.33-3.95,35,0
HETATM,17,H51,XYP,A,2,2.59,-0.291,2.998,H,b-D-Xylp,1,-1.0,-1,0
HETATM,18,H4,XYP,A,2,0.055,1.431,2.739,H,b-D-Xylp,1,3.61,35,0
HETATM,19,H4O,XYP,A,2,1.209,2.147,0.872,H,b-D-Xylp,1,-1.0,-1,0
HETATM,20,H3,XYP,A,2,1.174,-0.52,0.665,H,b-D-Xylp,1,4.15,35,0
HETATM,21,H2,XYP,A,2,-1.352,-0.891,2.373,H,b-D-Xylp,1,3.48,35,0
HETATM,22,H2O,XYP,A,2,-1.092,-3.038,1.641,H,b-D-Xylp,1,-1.0,-1,0
HETATM,23,C1,GTR,A,3,-0.947,-0.013,-0.789,C,b-D-GalpA,"1,3",104.9,66,0
HETATM,24,O5,GTR,A,3,0.184,-0.397,-1.578,O,b-D-GalpA,"1,3",-1.0,-1,0
HETATM,25,C5,GTR,A,3,-0.206,-1.131,-2.742,C,b-D-GalpA,"1,3",76.0,66,0
HETATM,26,C6,GTR,A,3,0.997,-1.736,-3.455,C,b-D-GalpA,"1,3",174.8,66,0
HETATM,27,O6,GTR,A,3,2.176,-1.578,-3.183,O,b-D-GalpA,"1,3",-1.0,-1,0
HETATM,28,O61,GTR,A,3,0.641,-2.547,-4.476,O,b-D-GalpA,"1,3",-1.0,-1,0
HETATM,29,C4,GTR,A,3,-0.943,-0.17,-3.677,C,b-D-GalpA,"1,3",71.1,66,0
HETATM,30,O4,GTR,A,3,-0.135,0.979,-4.007,O,b-D-GalpA,"1,3",-1.0,-1,0
HETATM,31,C3,GTR,A,3,-2.193,0.35,-2.959,C,b-D-GalpA,"1,3",73.6,66,0
HETATM,32,O3,GTR,A,3,-2.84,1.357,-3.755,O,b-D-GalpA,"1,3",-1.0,-1,0
HETATM,33,C2,GTR,A,3,-1.851,0.955,-1.589,C,b-D-GalpA,"1,3",72.5,66,0
HETATM,34,O2,GTR,A,3,-3.079,1.23,-0.896,O,b-D-GalpA,"1,3",-1.0,-1,0
HETATM,35,H1,GTR,A,3,-1.546,-0.884,-0.505,H,b-D-GalpA,"1,3",4.68,75,0
HETATM,36,H5,GTR,A,3,-0.841,-1.973,-2.436,H,b-D-GalpA,"1,3",4.15,75,0
HETATM,37,H6O,GTR,A,3,1.5,-2.862,-4.834,H,b-D-GalpA,"1,3",-1.0,-1,0
HETATM,38,H4,GTR,A,3,-1.222,-0.64,-4.626,H,b-D-GalpA,"1,3",4.22,75,0
HETATM,39,H4O,GTR,A,3,0.531,1.092,-3.298,H,b-D-GalpA,"1,3",-1.0,-1,0
HETATM,40,H3,GTR,A,3,-2.92,-0.461,-2.831,H,b-D-GalpA,"1,3",3.63,75,0
HETATM,41,H3O,GTR,A,3,-2.12,1.827,-4.225,H,b-D-GalpA,"1,3",-1.0,-1,0
HETATM,42,H2,GTR,A,3,-1.345,1.921,-1.713,H,b-D-GalpA,"1,3",3.52,75,0
HETATM,43,H2O,GTR,A,3,-3.633,1.726,-1.531,H,b-D-GalpA,"1,3",-1.0,-1,0
