HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component
HETATM,1,O6,BGC,A,1,-3.8,-2.016,0.165,O,b-D-Glcp,,-1.0,-1,0
HETATM,2,C6,BGC,A,1,-3.714,-1.678,1.542,C,b-D-Glcp,,61.4,85,0
HETATM,3,C5,BGC,A,1,-2.273,-1.433,2.012,C,b-D-Glcp,,76.0,85,0
HETATM,4,O5,BGC,A,1,-2.317,-0.667,3.224,O,b-D-Glcp,,-1.0,-1,0
HETATM,5,C1,BGC,A,1,-1.018,-0.248,3.626,C,b-D-Glcp,,97.0,85,0
HETATM,6,O1,BGC,A,1,-1.129,0.586,4.774,O,b-D-Glcp,,-1.0,-1,0
HETATM,7,C2,BGC,A,1,-0.169,-1.481,3.968,C,b-D-Glcp,,75.1,85,0
HETATM,8,O2,BGC,A,1,1.154,-1.089,4.364,O,b-D-Glcp,,-1.0,-1,0
HETATM,9,C3,BGC,A,1,-0.104,-2.433,2.776,C,b-D-Glcp,,75.7,85,0
HETATM,10,O3,BGC,A,1,0.615,-3.595,3.217,O,b-D-Glcp,,-1.0,-1,0
HETATM,11,C4,BGC,A,1,-1.518,-2.758,2.253,C,b-D-Glcp,,79.6,85,0
HETATM,12,O4,BGC,A,1,-1.417,-3.453,1.007,O,b-D-Glcp,,-1.0,-1,0
HETATM,13,H6O,BGC,A,1,-3.237,-2.796,-0.024,H,b-D-Glcp,,-1.0,-1,0
HETATM,14,H6,BGC,A,1,-4.197,-2.464,2.133,H,b-D-Glcp,,3.81-3.97,94,0
HETATM,15,H61,BGC,A,1,-4.313,-0.772,1.689,H,b-D-Glcp,,-1.0,-1,0
HETATM,16,H5,BGC,A,1,-1.762,-0.854,1.232,H,b-D-Glcp,,3.61,94,0
HETATM,17,H1,BGC,A,1,-0.551,0.359,2.84,H,b-D-Glcp,,4.69,94,0
HETATM,18,H1O,BGC,A,1,-0.321,0.42,5.296,H,b-D-Glcp,,-1.0,-1,0
HETATM,19,H2,BGC,A,1,-0.6,-2.002,4.834,H,b-D-Glcp,,3.31,94,0
HETATM,20,H2O,BGC,A,1,1.667,-1.925,4.37,H,b-D-Glcp,,-1.0,-1,0
HETATM,21,H3,BGC,A,1,0.502,-1.996,1.97,H,b-D-Glcp,,3.69,94,0
HETATM,22,H3O,BGC,A,1,0.426,-4.322,2.582,H,b-D-Glcp,,-1.0,-1,0
HETATM,23,H4,BGC,A,1,-2.05,-3.359,3.002,H,b-D-Glcp,,3.7,94,0
HETATM,24,C1,GAL,A,2,-1.69,-4.857,1.088,C,b-D-Galp,4,104.0,82,0
HETATM,25,O5,GAL,A,2,-0.642,-5.495,1.805,O,b-D-Galp,4,-1.0,-1,0
HETATM,26,C5,GAL,A,2,-0.762,-6.928,1.837,C,b-D-Galp,4,76.2,82,0
HETATM,27,C6,GAL,A,2,0.336,-7.48,2.764,C,b-D-Galp,4,61.8,82,0
HETATM,28,O6,GAL,A,2,1.647,-7.057,2.409,O,b-D-Galp,4,-1.0,-1,0
HETATM,29,C4,GAL,A,2,-0.708,-7.515,0.406,C,b-D-Galp,4,78.0,82,0
HETATM,30,O4,GAL,A,2,0.57,-7.195,-0.163,O,b-D-Galp,4,-1.0,-1,0
HETATM,31,C3,GAL,A,2,-1.874,-6.893,-0.392,C,b-D-Galp,4,72.4,82,0
HETATM,32,O3,GAL,A,2,-1.933,-7.32,-1.76,O,b-D-Galp,4,-1.0,-1,0
HETATM,33,C2,GAL,A,2,-1.804,-5.366,-0.359,C,b-D-Galp,4,71.6,82,0
HETATM,34,O2,GAL,A,2,-2.988,-4.825,-0.971,O,b-D-Galp,4,-1.0,-1,0
HETATM,35,H1,GAL,A,2,-2.647,-5.0,1.609,H,b-D-Galp,4,4.52,86,0
HETATM,36,H5,GAL,A,2,-1.73,-7.181,2.292,H,b-D-Galp,4,3.78,86,0
HETATM,37,H6,GAL,A,2,0.314,-8.574,2.79,H,b-D-Galp,4,3.85-3.92,86,0
HETATM,38,H61,GAL,A,2,0.164,-7.113,3.78,H,b-D-Galp,4,-1.0,-1,0
HETATM,39,H6O,GAL,A,2,1.858,-7.426,1.528,H,b-D-Galp,4,-1.0,-1,0
HETATM,40,H4,GAL,A,2,-0.831,-8.604,0.462,H,b-D-Galp,4,4.02,86,0
HETATM,41,H3,GAL,A,2,-2.825,-7.214,0.054,H,b-D-Galp,4,3.74,86,0
HETATM,42,H3O,GAL,A,2,-1.826,-8.29,-1.783,H,b-D-Galp,4,-1.0,-1,0
HETATM,43,H2,GAL,A,2,-0.958,-5.001,-0.951,H,b-D-Galp,4,3.59,86,0
HETATM,44,H2O,GAL,A,2,-2.974,-5.151,-1.895,H,b-D-Galp,4,-1.0,-1,0
